schedule_date,schedule_season,schedule_week,schedule_playoff,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail
12/22/19,2019,16,FALSE,WAS,35,41,NYG,NYG,-1,42,FedEx Field,FALSE,,,,
12/23/19,2019,16,FALSE,MIN,10,23,GB,MIN,-4,46.5,U.S. Bank Stadium,FALSE,72,0,,indoor
12/29/19,2019,17,FALSE,BAL,28,10,PIT,PIT,-1,35,M&T Bank Stadium,FALSE,,,,
12/29/19,2019,17,FALSE,BUF,6,13,NYJ,NYJ,-1,37,New Era Field,FALSE,,,,
12/29/19,2019,17,FALSE,CAR,10,42,NO,NO,-14,44.5,Bank of America Stadium,FALSE,,,,
12/29/19,2019,17,FALSE,CIN,33,23,CLE,CLE,-2.5,43.5,Paul Brown Stadium,FALSE,,,,
12/29/19,2019,17,FALSE,DAL,47,16,WAS,DAL,-12.5,47.5,AT&T Stadium,FALSE,72,0,,indoor
12/29/19,2019,17,FALSE,DEN,16,15,LVR,DEN,-4.5,41,Sports Authority Field at Mile High,FALSE,,,,
12/29/19,2019,17,FALSE,DET,20,23,GB,GB,-13,44,Ford Field,FALSE,72,0,,indoor
12/29/19,2019,17,FALSE,HOU,14,35,TEN,TEN,-10,43,NRG Stadium,FALSE,72,0,,indoor
12/29/19,2019,17,FALSE,JAX,38,20,IND,IND,-5.5,41.5,TIAA Bank Field,FALSE,,,,
12/29/19,2019,17,FALSE,KC,31,21,LAC,KC,-9.5,46,Arrowhead Stadium,FALSE,,,,
12/29/19,2019,17,FALSE,LA,31,24,ARI,LAR,-7,45.5,Los Angeles Memorial Coliseum,FALSE,,,,
12/29/19,2019,17,FALSE,MIN,19,21,CHI,CHI,-4.5,36,U.S. Bank Stadium,FALSE,72,0,,indoor
12/29/19,2019,17,FALSE,NWE,24,27,MIA,NE,-17,45.5,Gillette Stadium,FALSE,,,,
12/29/19,2019,17,FALSE,NYG,17,34,PHI,PHI,-3.5,44.5,MetLife Stadium,FALSE,,,,
12/29/19,2019,17,FALSE,SEA,21,26,SF,SF,-3.5,47,CenturyLink Field,FALSE,,,,
12/29/19,2019,17,FALSE,TB,22,28,ATL,TB,-1,48.5,Raymond James Stadium,FALSE,,,,
1/4/20,2019,Wildcard,TRUE,HOU,22,19,BUF,HOU,-2.5,43,NRG Stadium,FALSE,72,0,,indoor
1/4/20,2019,Wildcard,TRUE,NWE,13,20,TEN,NE,-4.5,45,Gillette Stadium,FALSE,44,4,88,
1/5/20,2019,Wildcard,TRUE,NO,20,26,MIN,NO,-7.5,49.5,Mercedes-Benz Superdome,FALSE,72,0,,indoor
1/5/20,2019,Wildcard,TRUE,PHI,9,17,SEA,PHI,-1,44.5,Lincoln Financial Field,FALSE,41,17,40,
1/11/20,2019,Division,TRUE,BAL,12,28,TEN,BAL,-10,47.5,M&T Bank Stadium,FALSE,69,12,70,
1/11/20,2019,Division,TRUE,SF,27,10,MIN,SF,-7,44.5,Levi's Stadium,FALSE,56,11,67,
1/12/20,2019,Division,TRUE,GB,28,23,SEA,GB,-4.5,45.5,Lambeau Field,FALSE,23,8,74,
1/12/20,2019,Division,TRUE,KC,51,31,HOU,KC,-10,50.5,Arrowhead Stadium,FALSE,,,,
1/19/20,2019,Conference,TRUE,KC,35,24,TEN,KC,-7,51,Arrowhead Stadium,FALSE,,,,
1/19/20,2019,Conference,TRUE,SF,37,20,GB,SF,-8,46.5,Levi's Stadium,FALSE,58,5,56,
2/2/20,2019,Superbowl,TRUE,KC,31,20,SF,KC,-1.5,53,Hard Rock Stadium,TRUE,64,,,
9/10/20,2020,1,FALSE,KC,34,20,HOU,KC,-9,54,Arrowhead Stadium,FALSE,,,,
9/13/20,2020,1,FALSE,ATL,25,38,SEA,SEA,-1,49,Mercedes-Benz Stadium,FALSE,72,0,,indoor
9/13/20,2020,1,FALSE,BAL,38,6,CLE,BAL,-7,47.5,M&T Bank Stadium,FALSE,,,,
9/13/20,2020,1,FALSE,BUF,27,17,NYJ,BUF,-6.5,39.5,New Era Field,FALSE,,,,
9/13/20,2020,1,FALSE,CAR,30,34,LVR,LVR,-3,48,Bank of America Stadium,FALSE,,,,
9/13/20,2020,1,FALSE,CIN,13,16,LAC,LAC,-3,41.5,Paul Brown Stadium,FALSE,,,,
9/13/20,2020,1,FALSE,DET,23,27,CHI,DET,-2.5,42.5,Ford Field,FALSE,72,0,,indoor
9/13/20,2020,1,FALSE,JAX,27,20,IND,IND,-8,45,TIAA Bank Field,FALSE,,,,
9/13/20,2020,1,FALSE,LA,20,17,DAL,DAL,-2,51.5,SoFi Stadium,FALSE,72,0,,indoor
9/13/20,2020,1,FALSE,MIN,34,43,GB,MIN,-2.5,44.5,U.S. Bank Stadium,FALSE,72,0,,indoor
9/13/20,2020,1,FALSE,NWE,21,11,MIA,NE,-7,41.5,Gillette Stadium,FALSE,,,,
9/13/20,2020,1,FALSE,NO,34,23,TB,NO,-3.5,47.5,Mercedes-Benz Superdome,FALSE,72,0,,indoor
9/13/20,2020,1,FALSE,SF,20,24,ARI,SF,-6.5,48,Levi's Stadium,FALSE,,,,
9/13/20,2020,1,FALSE,WAS,27,17,PHI,PHI,-5,42,FedEx Field,FALSE,,,,
9/14/20,2020,1,FALSE,DEN,14,16,TEN,TEN,-3,41,Sports Authority Field at Mile High,FALSE,,,,
9/14/20,2020,1,FALSE,NYG,16,26,PIT,PIT,-5.5,45,MetLife Stadium,FALSE,,,,
9/17/20,2020,2,FALSE,CLE,35,30,CIN,CLE,-6,43,FirstEnergy Stadium,FALSE,,,,
9/20/20,2020,2,FALSE,ARI,30,15,WAS,ARI,-7,46.5,University of Phoenix Stadium,FALSE,72,0,,indoor
9/20/20,2020,2,FALSE,CHI,17,13,NYG,CHI,-5.5,42,Soldier Field,FALSE,,,,
9/20/20,2020,2,FALSE,DAL,40,39,ATL,DAL,-3.5,53.5,AT&T Stadium,FALSE,72,0,,indoor
9/20/20,2020,2,FALSE,GB,42,21,DET,GB,-6,50,Lambeau Field,FALSE,,,,
9/20/20,2020,2,FALSE,HOU,16,33,BAL,BAL,-7,49,NRG Stadium,FALSE,72,0,,indoor
9/20/20,2020,2,FALSE,IND,28,11,MIN,IND,-3,49,Lucas Oil Stadium,FALSE,72,0,,indoor
9/20/20,2020,2,FALSE,LAC,20,23,KC,KC,-8.5,47.5,SoFi Stadium,FALSE,72,0,,indoor
9/20/20,2020,2,FALSE,MIA,28,31,BUF,BUF,-5.5,42,Hard Rock Stadium,FALSE,,,,
9/20/20,2020,2,FALSE,NYJ,13,31,SF,SF,-7,41.5,MetLife Stadium,FALSE,,,,
9/20/20,2020,2,FALSE,PHI,19,37,LA,PHI,-1.5,45.5,Lincoln Financial Field,FALSE,,,,
9/20/20,2020,2,FALSE,PIT,26,21,DEN,PIT,-6.5,40.5,Heinz Field,FALSE,,,,
9/20/20,2020,2,FALSE,SEA,35,30,NWE,SEA,-4,44.5,CenturyLink Field,FALSE,,,,
9/20/20,2020,2,FALSE,TB,31,17,CAR,TB,-8,47,Raymond James Stadium,FALSE,,,,
9/20/20,2020,2,FALSE,TEN,33,30,JAX,TEN,-7.5,44,Nissan Stadium,FALSE,,,,
9/21/20,2020,2,FALSE,LVR,34,24,NO,NO,-5.5,48.5,Allegiant Stadium,FALSE,72,0,,indoor
9/24/20,2020,3,FALSE,JAX,13,31,MIA,JAX,-3,48,TIAA Bank Field,FALSE,,,,
9/27/20,2020,3,FALSE,ARI,23,26,DET,ARI,-5.5,55.5,University of Phoenix Stadium,FALSE,72,0,,indoor
9/27/20,2020,3,FALSE,ATL,26,30,CHI,ATL,-3,47,Mercedes-Benz Stadium,FALSE,72,0,,indoor
9/27/20,2020,3,FALSE,BUF,35,32,LA,BUF,-2,47,New Era Field,FALSE,,,,
9/27/20,2020,3,FALSE,CLE,34,20,WAS,CLE,-7,44.5,FirstEnergy Stadium,FALSE,,,,
9/27/20,2020,3,FALSE,DEN,10,28,TB,TB,-6,42.5,Sports Authority Field at Mile High,FALSE,,,,
9/27/20,2020,3,FALSE,IND,36,7,NYJ,IND,-11.5,44,Lucas Oil Stadium,FALSE,72,0,,indoor
9/27/20,2020,3,FALSE,LAC,16,21,CAR,LAC,-6.5,43.5,SoFi Stadium,FALSE,72,0,,indoor
9/27/20,2020,3,FALSE,MIN,30,31,TEN,TEN,-2.5,50,U.S. Bank Stadium,FALSE,72,0,,indoor
9/27/20,2020,3,FALSE,NWE,36,20,LVR,NE,-6.5,47,Gillette Stadium,FALSE,,,,
9/27/20,2020,3,FALSE,NO,30,37,GB,NO,-3,53,Mercedes-Benz Superdome,FALSE,72,0,,indoor
9/27/20,2020,3,FALSE,NYG,9,36,SF,SF,-3,43,MetLife Stadium,FALSE,,,,
9/27/20,2020,3,FALSE,PHI,23,23,CIN,PHI,-4.5,47.5,Lincoln Financial Field,FALSE,,,,
9/27/20,2020,3,FALSE,PIT,28,21,HOU,PIT,-4,46,Heinz Field,FALSE,,,,
9/27/20,2020,3,FALSE,SEA,38,31,DAL,SEA,-5,56.5,CenturyLink Field,FALSE,,,,
9/28/20,2020,3,FALSE,BAL,20,34,KC,BAL,-3,54,M&T Bank Stadium,FALSE,,,,
10/1/20,2020,4,FALSE,NYJ,28,37,DEN,NYJ,-1.5,41,MetLife Stadium,FALSE,,,,
10/4/20,2020,4,FALSE,CAR,31,21,ARI,ARI,-3,51.5,Bank of America Stadium,FALSE,,,,
10/4/20,2020,4,FALSE,CHI,11,19,IND,IND,-3,43,Soldier Field,FALSE,,,,
10/4/20,2020,4,FALSE,CIN,33,25,JAX,CIN,-2.5,49,Paul Brown Stadium,FALSE,,,,
10/4/20,2020,4,FALSE,DAL,38,49,CLE,DAL,-3.5,56,AT&T Stadium,FALSE,72,0,,indoor
10/4/20,2020,4,FALSE,DET,29,35,NO,NO,-3,54.5,Ford Field,FALSE,72,0,,indoor
10/4/20,2020,4,FALSE,HOU,23,31,MIN,HOU,-3.5,53.5,NRG Stadium,FALSE,72,0,,indoor
10/4/20,2020,4,FALSE,LVR,23,30,BUF,BUF,-3,53,Allegiant Stadium,FALSE,72,0,,indoor
10/4/20,2020,4,FALSE,LA,17,9,NYG,LAR,-13,48.5,SoFi Stadium,FALSE,72,0,,indoor
10/4/20,2020,4,FALSE,MIA,23,31,SEA,SEA,-5.5,54.5,Hard Rock Stadium,FALSE,,,,
10/4/20,2020,4,FALSE,SF,20,25,PHI,SF,-7.5,45,Levi's Stadium,FALSE,,,,
10/4/20,2020,4,FALSE,TB,38,31,LAC,TB,-7,42.5,Raymond James Stadium,FALSE,,,,
10/4/20,2020,4,FALSE,WAS,17,31,BAL,BAL,-14,45,FedEx Field,FALSE,,,,
10/5/20,2020,4,FALSE,GB,30,16,ATL,GB,-7,56.5,Lambeau Field,FALSE,,,,
10/5/20,2020,4,FALSE,KC,26,10,NWE,KC,-7,53,Arrowhead Stadium,FALSE,,,,
10/8/20,2020,5,FALSE,CHI,20,19,TB,TB,-3.5,44.5,Soldier Field,FALSE,,,,
10/11/20,2020,5,FALSE,ATL,16,23,CAR,ATL,-2.5,54,Mercedes-Benz Stadium,FALSE,72,0,,indoor
10/11/20,2020,5,FALSE,BAL,27,3,CIN,BAL,-11,50.5,M&T Bank Stadium,FALSE,,,,
10/11/20,2020,5,FALSE,CLE,32,23,IND,CLE,-1,48,FirstEnergy Stadium,FALSE,,,,
10/11/20,2020,5,FALSE,DAL,37,34,NYG,DAL,-8,53,AT&T Stadium,FALSE,72,0,,indoor
10/11/20,2020,5,FALSE,HOU,30,14,JAX,HOU,-5.5,54.5,NRG Stadium,FALSE,72,0,,indoor
10/11/20,2020,5,FALSE,KC,32,40,LVR,KC,-10.5,54.5,Arrowhead Stadium,FALSE,,,,
10/11/20,2020,5,FALSE,NYJ,10,30,ARI,ARI,-7,47.5,MetLife Stadium,FALSE,,,,
10/11/20,2020,5,FALSE,PIT,38,29,PHI,PIT,-7,43.5,Heinz Field,FALSE,,,,
10/11/20,2020,5,FALSE,SF,17,43,MIA,SF,-7.5,51,Levi's Stadium,FALSE,,,,
10/11/20,2020,5,FALSE,SEA,27,26,MIN,SEA,-6.5,56.5,CenturyLink Field,FALSE,,,,
10/11/20,2020,5,FALSE,WAS,10,30,LA,LAR,-7,46,FedEx Field,FALSE,,,,
10/12/20,2020,5,FALSE,NO,30,27,LAC,NO,-7,49.5,Mercedes-Benz Superdome,FALSE,72,0,,indoor
10/13/20,2020,5,FALSE,TEN,42,16,BUF,BUF,-3.5,53,Nissan Stadium,FALSE,,,,
10/18/20,2020,6,FALSE,CAR,16,23,CHI,CAR,-1.5,44.5,Bank of America Stadium,FALSE,,,,
10/18/20,2020,6,FALSE,IND,31,27,CIN,IND,-7.5,45.5,Lucas Oil Stadium,FALSE,72,0,,indoor
10/18/20,2020,6,FALSE,JAX,16,34,DET,DET,-3,54.5,TIAA Bank Field,FALSE,,,,
10/18/20,2020,6,FALSE,MIA,24,0,NYJ,MIA,-9,47,Hard Rock Stadium,FALSE,,,,
10/18/20,2020,6,FALSE,MIN,23,40,ATL,MIN,-4,54,U.S. Bank Stadium,FALSE,72,0,,indoor
10/18/20,2020,6,FALSE,NWE,12,18,DEN,NE,-8,45,Gillette Stadium,FALSE,,,,
10/18/20,2020,6,FALSE,NYG,20,19,WAS,NYG,-2.5,43,MetLife Stadium,FALSE,,,,
10/18/20,2020,6,FALSE,PHI,28,30,BAL,BAL,-10,46.5,Lincoln Financial Field,FALSE,,,,
10/18/20,2020,6,FALSE,PIT,38,7,CLE,PIT,-3,51,Heinz Field,FALSE,,,,
10/18/20,2020,6,FALSE,SF,24,16,LA,LAR,-2.5,51.5,Levi's Stadium,FALSE,,,,
10/18/20,2020,6,FALSE,TB,38,10,GB,GB,-1,55,Raymond James Stadium,FALSE,,,,
10/18/20,2020,6,FALSE,TEN,42,36,HOU,TEN,-3.5,53.5,Nissan Stadium,FALSE,,,,
10/19/20,2020,6,FALSE,BUF,17,26,KC,KC,-5,57.5,New Era Field,FALSE,,,,
10/19/20,2020,6,FALSE,DAL,10,38,ARI,ARI,-1,55,AT&T Stadium,FALSE,72,0,,indoor
10/22/20,2020,7,FALSE,PHI,22,21,NYG,PHI,-4.5,45,Lincoln Financial Field,FALSE,,,,
10/25/20,2020,7,FALSE,ARI,37,34,SEA,SEA,-3.5,56,University of Phoenix Stadium,FALSE,72,0,,indoor
10/25/20,2020,7,FALSE,ATL,22,23,DET,ATL,-2,55,Mercedes-Benz Stadium,FALSE,72,0,,indoor
10/25/20,2020,7,FALSE,CIN,34,37,CLE,CLE,-3,51,Paul Brown Stadium,FALSE,,,,
10/25/20,2020,7,FALSE,DEN,16,43,KC,KC,-7,46,Sports Authority Field at Mile High,FALSE,,,,
10/25/20,2020,7,FALSE,HOU,20,35,GB,GB,-3,57,NRG Stadium,FALSE,72,0,,indoor
10/25/20,2020,7,FALSE,LVR,20,45,TB,TB,-3.5,52,Allegiant Stadium,FALSE,72,0,,indoor
10/25/20,2020,7,FALSE,LAC,39,29,JAX,LAC,-7.5,48.5,SoFi Stadium,FALSE,72,0,,indoor
10/25/20,2020,7,FALSE,NWE,6,33,SF,NE,-3,44.5,Gillette Stadium,FALSE,,,,
10/25/20,2020,7,FALSE,NO,27,24,CAR,NO,-6.5,50,Mercedes-Benz Superdome,FALSE,72,0,,indoor
10/25/20,2020,7,FALSE,NYJ,10,18,BUF,BUF,-10,46,MetLife Stadium,FALSE,,,,
10/25/20,2020,7,FALSE,TEN,24,27,PIT,TEN,-1,51,Nissan Stadium,FALSE,,,,
10/25/20,2020,7,FALSE,WAS,25,3,DAL,WAS,-1,45,FedEx Field,FALSE,,,,
10/26/20,2020,7,FALSE,LA,24,10,CHI,LAR,-6,45,SoFi Stadium,FALSE,72,0,,indoor
10/29/20,2020,8,FALSE,CAR,17,25,ATL,CAR,-2,51,Bank of America Stadium,FALSE,,,,
11/1/20,2020,8,FALSE,BAL,24,28,PIT,BAL,-4,46,M&T Bank Stadium,FALSE,,,,
11/1/20,2020,8,FALSE,BUF,24,21,NWE,BUF,-4.5,40.5,New Era Field,FALSE,,,,
11/1/20,2020,8,FALSE,CHI,23,26,NO,NO,-4,43,Soldier Field,FALSE,,,,
11/1/20,2020,8,FALSE,CIN,31,20,TEN,TEN,-7,50.5,Paul Brown Stadium,FALSE,,,,
11/1/20,2020,8,FALSE,CLE,6,16,LVR,CLE,-1.5,48,FirstEnergy Stadium,FALSE,,,,
11/1/20,2020,8,FALSE,DEN,31,30,LAC,LAC,-3.5,44.5,Sports Authority Field at Mile High,FALSE,,,,
11/1/20,2020,8,FALSE,DET,21,41,IND,IND,-3,49.5,Ford Field,FALSE,72,0,,indoor
11/1/20,2020,8,FALSE,GB,22,28,MIN,GB,-6.5,50,Lambeau Field,FALSE,,,,
11/1/20,2020,8,FALSE,KC,35,9,NYJ,KC,-19.5,49,Arrowhead Stadium,FALSE,,,,
11/1/20,2020,8,FALSE,MIA,28,17,LA,LAR,-3.5,45.5,Hard Rock Stadium,FALSE,,,,
11/1/20,2020,8,FALSE,PHI,23,9,DAL,PHI,-11.5,42.5,Lincoln Financial Field,FALSE,,,,
11/1/20,2020,8,FALSE,SEA,37,27,SF,SEA,-3,53.5,CenturyLink Field,FALSE,,,,
11/2/20,2020,8,FALSE,NYG,23,25,TB,TB,-12.5,45,MetLife Stadium,FALSE,,,,
11/5/20,2020,9,FALSE,SF,17,34,GB,GB,-7.5,48.5,Levi's Stadium,FALSE,,,,
11/8/20,2020,9,FALSE,ARI,31,34,MIA,ARI,-5.5,49,University of Phoenix Stadium,FALSE,72,0,,indoor
11/8/20,2020,9,FALSE,ATL,34,27,DEN,ATL,-4,49,Mercedes-Benz Stadium,FALSE,72,0,,indoor
11/8/20,2020,9,FALSE,BUF,44,34,SEA,SEA,-3,55,New Era Field,FALSE,,,,
11/8/20,2020,9,FALSE,DAL,19,24,PIT,PIT,-14,44,AT&T Stadium,FALSE,72,0,,indoor
11/8/20,2020,9,FALSE,IND,10,24,BAL,BAL,-1,48,Lucas Oil Stadium,FALSE,72,0,,indoor
11/8/20,2020,9,FALSE,JAX,25,27,HOU,HOU,-6.5,49.5,TIAA Bank Field,FALSE,,,,
11/8/20,2020,9,FALSE,KC,33,31,CAR,KC,-10,51.5,Arrowhead Stadium,FALSE,,,,
11/8/20,2020,9,FALSE,LAC,26,31,LVR,LVR,-1,52.5,SoFi Stadium,FALSE,72,0,,indoor
11/8/20,2020,9,FALSE,MIN,34,20,DET,MIN,-4,52,U.S. Bank Stadium,FALSE,72,0,,indoor
11/8/20,2020,9,FALSE,TB,3,38,NO,TB,-4,50.5,Raymond James Stadium,FALSE,,,,
11/8/20,2020,9,FALSE,TEN,24,17,CHI,TEN,-6.5,47,Nissan Stadium,FALSE,,,,
11/8/20,2020,9,FALSE,WAS,20,23,NYG,WAS,-2.5,43,FedEx Field,FALSE,,,,
11/9/20,2020,9,FALSE,NYJ,27,30,NWE,NE,-9.5,41.5,MetLife Stadium,FALSE,,,,
11/12/20,2020,10,FALSE,TEN,17,34,IND,TEN,-1,48.5,Nissan Stadium,FALSE,,,,
11/15/20,2020,10,FALSE,ARI,32,30,BUF,ARI,-2.5,56,University of Phoenix Stadium,FALSE,72,0,,indoor
11/15/20,2020,10,FALSE,CAR,23,46,TB,TB,-6,51,Bank of America Stadium,FALSE,,,,
11/15/20,2020,10,FALSE,CLE,10,7,HOU,CLE,-4,45.5,FirstEnergy Stadium,FALSE,,,,
11/15/20,2020,10,FALSE,DET,30,27,WAS,DET,-3,46,Ford Field,FALSE,72,0,,indoor
11/15/20,2020,10,FALSE,GB,24,20,JAX,GB,-14,47.5,Lambeau Field,FALSE,,,,
11/15/20,2020,10,FALSE,LVR,37,12,DEN,LVR,-3.5,50.5,Allegiant Stadium,FALSE,72,0,,indoor
11/15/20,2020,10,FALSE,LA,23,16,SEA,LAR,-3,54.5,SoFi Stadium,FALSE,72,0,,indoor
11/15/20,2020,10,FALSE,MIA,29,21,LAC,MIA,-2,48.5,Hard Rock Stadium,FALSE,,,,
11/15/20,2020,10,FALSE,NWE,23,17,BAL,BAL,-7,43.5,Gillette Stadium,FALSE,,,,
11/15/20,2020,10,FALSE,NO,27,13,SF,NO,-9.5,49.5,Mercedes-Benz Superdome,FALSE,72,0,,indoor
11/15/20,2020,10,FALSE,NYG,27,17,PHI,PHI,-4,44.5,MetLife Stadium,FALSE,,,,
11/15/20,2020,10,FALSE,PIT,36,10,CIN,PIT,-7,46.5,Heinz Field,FALSE,,,,
11/16/20,2020,10,FALSE,CHI,13,19,MIN,MIN,-3,43.5,Soldier Field,FALSE,,,,
11/19/20,2020,11,FALSE,SEA,28,21,ARI,SEA,-3,57.5,CenturyLink Field,FALSE,,,,
11/22/20,2020,11,FALSE,BAL,24,30,TEN,BAL,-6,50,M&T Bank Stadium,FALSE,,,,
11/22/20,2020,11,FALSE,CAR,20,0,DET,DET,-1.5,46.5,Bank of America Stadium,FALSE,,,,
11/22/20,2020,11,FALSE,CLE,22,17,PHI,CLE,-3,47,FirstEnergy Stadium,FALSE,,,,
11/22/20,2020,11,FALSE,DEN,20,13,MIA,MIA,-3.5,46,Sports Authority Field at Mile High,FALSE,,,,
11/22/20,2020,11,FALSE,HOU,27,20,NWE,NE,-2.5,49,NRG Stadium,FALSE,72,0,,indoor
11/22/20,2020,11,FALSE,IND,34,31,GB,IND,-1.5,51.5,Lucas Oil Stadium,FALSE,72,0,,indoor
11/22/20,2020,11,FALSE,JAX,3,27,PIT,PIT,-10.5,46,TIAA Bank Field,FALSE,,,,
11/22/20,2020,11,FALSE,LVR,31,35,KC,KC,-7.5,57,Allegiant Stadium,FALSE,72,0,,indoor
11/22/20,2020,11,FALSE,LAC,34,28,NYJ,LAC,-9.5,46.5,SoFi Stadium,FALSE,72,0,,indoor
11/22/20,2020,11,FALSE,MIN,28,31,DAL,MIN,-7,48.5,U.S. Bank Stadium,FALSE,72,0,,indoor
11/22/20,2020,11,FALSE,NO,24,9,ATL,NO,-3.5,49,Mercedes-Benz Superdome,FALSE,72,0,,indoor
11/22/20,2020,11,FALSE,WAS,20,9,CIN,WAS,-1.5,47,FedEx Field,FALSE,,,,
11/23/20,2020,11,FALSE,TB,24,27,LA,TB,-4.5,48,Raymond James Stadium,FALSE,,,,
11/26/20,2020,12,FALSE,DAL,16,41,WAS,DAL,-3,46,AT&T Stadium,FALSE,72,0,,indoor
11/26/20,2020,12,FALSE,DET,25,41,HOU,HOU,-3,51,Ford Field,FALSE,72,0,,indoor
11/29/20,2020,12,FALSE,ATL,43,6,LVR,LVR,-3,53.5,Mercedes-Benz Stadium,FALSE,72,0,,indoor
11/29/20,2020,12,FALSE,BUF,27,17,LAC,BUF,-4.5,52,New Era Field,FALSE,,,,
11/29/20,2020,12,FALSE,CIN,17,19,NYG,NYG,-6,44.5,Paul Brown Stadium,FALSE,,,,
11/29/20,2020,12,FALSE,DEN,3,31,NO,NO,-14.5,36.5,Sports Authority Field at Mile High,FALSE,,,,
11/29/20,2020,12,FALSE,GB,41,25,CHI,GB,-9.5,44,Lambeau Field,FALSE,,,,
11/29/20,2020,12,FALSE,IND,26,45,TEN,IND,-3,51.5,Lucas Oil Stadium,FALSE,72,0,,indoor
11/29/20,2020,12,FALSE,JAX,25,27,CLE,CLE,-7,48.5,TIAA Bank Field,FALSE,,,,
11/29/20,2020,12,FALSE,LA,20,23,SF,LAR,-6.5,44.5,SoFi Stadium,FALSE,72,0,,indoor
11/29/20,2020,12,FALSE,MIN,28,27,CAR,MIN,-3,50,U.S. Bank Stadium,FALSE,72,0,,indoor
11/29/20,2020,12,FALSE,NWE,20,17,ARI,ARI,-2,49,Gillette Stadium,FALSE,,,,
11/29/20,2020,12,FALSE,NYJ,3,20,MIA,MIA,-7,44.5,MetLife Stadium,FALSE,,,,
11/29/20,2020,12,FALSE,TB,24,27,KC,KC,-3.5,56,Raymond James Stadium,FALSE,,,,
11/30/20,2020,12,FALSE,PHI,17,23,SEA,SEA,-6.5,49,Lincoln Financial Field,FALSE,,,,
12/2/20,2020,12,FALSE,PIT,19,14,BAL,PIT,-5,44.5,Heinz Field,FALSE,,,,
12/6/20,2020,13,FALSE,ARI,28,38,LA,LAR,-2.5,48.5,University of Phoenix Stadium,FALSE,72,0,,indoor
12/6/20,2020,13,FALSE,ATL,16,21,NO,NO,-2.5,46,Mercedes-Benz Stadium,FALSE,72,0,,indoor
12/6/20,2020,13,FALSE,CHI,30,34,DET,CHI,-3,44,Soldier Field,FALSE,,,,
12/6/20,2020,13,FALSE,GB,30,16,PHI,GB,-8.5,49.5,Lambeau Field,FALSE,,,,
12/6/20,2020,13,FALSE,HOU,20,26,IND,IND,-3.5,50,NRG Stadium,FALSE,72,0,,indoor
12/6/20,2020,13,FALSE,KC,22,16,DEN,KC,-13,51.5,Arrowhead Stadium,FALSE,,,,
12/6/20,2020,13,FALSE,LAC,0,45,NWE,LAC,-2,47,SoFi Stadium,FALSE,72,0,,indoor
12/6/20,2020,13,FALSE,MIA,19,7,CIN,MIA,-10,43,Hard Rock Stadium,FALSE,,,,
12/6/20,2020,13,FALSE,MIN,27,24,JAX,MIN,-10,51.5,U.S. Bank Stadium,FALSE,72,0,,indoor
12/6/20,2020,13,FALSE,NYJ,28,31,LVR,LVR,-7.5,48.5,MetLife Stadium,FALSE,,,,
12/6/20,2020,13,FALSE,SEA,12,17,NYG,SEA,-11,48,CenturyLink Field,FALSE,,,,
12/6/20,2020,13,FALSE,TEN,35,41,CLE,TEN,-3.5,53.5,Nissan Stadium,FALSE,,,,
12/7/20,2020,13,FALSE,PIT,17,23,WAS,PIT,-6,43.5,Heinz Field,FALSE,,,,
12/7/20,2020,13,FALSE,SF,24,34,BUF,SF,-1.5,48,State Farm Stadium,TRUE,72,0,,indoor
12/8/20,2020,13,FALSE,BAL,34,17,DAL,BAL,-8.5,45.5,M&T Bank Stadium,FALSE,,,,
12/10/20,2020,14,FALSE,LA,24,3,NWE,LAR,-5,43.5,SoFi Stadium,FALSE,72,0,,indoor
12/13/20,2020,14,FALSE,BUF,26,15,PIT,BUF,-2,48.5,New Era Field,FALSE,,,,
12/13/20,2020,14,FALSE,CAR,27,32,DEN,CAR,-4,45.5,Bank of America Stadium,FALSE,,,,
12/13/20,2020,14,FALSE,CHI,36,7,HOU,HOU,-1,46.5,Soldier Field,FALSE,,,,
12/13/20,2020,14,FALSE,CIN,7,30,DAL,DAL,-3,44,Paul Brown Stadium,FALSE,,,,
12/13/20,2020,14,FALSE,DET,24,31,GB,GB,-9,55.5,Ford Field,FALSE,72,0,,indoor
12/13/20,2020,14,FALSE,JAX,10,31,TEN,TEN,-7.5,53,TIAA Bank Field,FALSE,,,,
12/13/20,2020,14,FALSE,LVR,27,44,IND,IND,-2.5,52,Allegiant Stadium,FALSE,72,0,,indoor
12/13/20,2020,14,FALSE,LAC,20,17,ATL,LAC,-1,49,SoFi Stadium,FALSE,72,0,,indoor
12/13/20,2020,14,FALSE,MIA,27,33,KC,KC,-7,51.5,Hard Rock Stadium,FALSE,,,,
12/13/20,2020,14,FALSE,NYG,7,26,ARI,ARI,-3,47.5,MetLife Stadium,FALSE,,,,
12/13/20,2020,14,FALSE,PHI,24,21,NO,NO,-7.5,42.5,Lincoln Financial Field,FALSE,,,,
12/13/20,2020,14,FALSE,SF,15,23,WAS,SF,-3,43.5,Levi's Stadium,FALSE,,,,
12/13/20,2020,14,FALSE,SEA,40,3,NYJ,SEA,-16.5,49,CenturyLink Field,FALSE,,,,
12/13/20,2020,14,FALSE,TB,26,14,MIN,TB,-7,52.5,Raymond James Stadium,FALSE,,,,
